,Unnamed: 0,ID,age,gender,marital_status,highest_education,land_ownership,title_deed,own_phone,salaries_wages,selling_produce,selling_services,piece_job,rental_income,interest_earned,pension,social_grant,pocket_money,someone_pays,other,employer_for_employed,what_you_sell,service_you_provide,sent_money_in_12_months,when_last_send_money,recieved_money_in_12_months,when_last_recieve_money,how_often_purchase_mobilemoney,how_often_pay_bills_with_mm,literacy_Kiswhahili,literacy_english,Latitude,Longitude,mobile_money,savings,borrowing,insurance,mobile_money_classification,income,my_class,age_group
2177,2177,7641,32,female,married,Some secondary,5,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,Never,1,1,2,-5.87448459,39.25643537,0,1,1,0,1,1,no_mm,young adult
2178,2178,4256,38,male,married,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,2,4,-3.07867491,32.08505309,0,0,0,0,0,1,no_mm,middle age
2179,2179,5894,28,male,married,No formal education,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,6,2,-1,Never,-1,4,4,-10.95116184,39.02943024,1,1,1,0,3,2,mm_plus,young adult
2180,2180,2191,52,female,widowed,No formal education,5,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.84311057,38.52185521,0,0,0,0,0,1,no_mm,middle age
2181,2181,7759,34,female,divorced,No formal education,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,1,2,-1,Less than monthly,-1,4,4,-5.69588152,36.63144001,1,0,0,0,2,1,mm_only,young adult
2182,2182,2986,29,male,married,Primary completed,3,land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,Never,-1,1,4,-6.75926881,36.47060039,1,1,1,1,3,2,mm_plus,young adult
2183,2183,6286,52,female,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,5,Never,-1,1,4,-8.63154424,33.14788433,1,1,0,0,3,2,mm_plus,middle age
2184,2184,5220,56,male,widowed,No formal education,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-9.05446825,33.28923733,0,0,0,0,0,2,no_mm,middle age
2185,2185,6013,19,female,married,Primary completed,3,land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,7,-1,2,-1,1,2,Never,-1,1,2,-6.56606647,35.51694620000001,1,1,1,0,3,2,mm_plus,youth
2186,2186,2265,46,male,married,University or other higher education,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,Monthly,4,1,1,-6.227999,39.24172655,1,1,0,0,3,1,mm_plus,middle age
2187,2187,730,34,male,married,Primary completed,5,land_owner,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,1,4,1,3,Monthly,-1,1,4,-7.74869995,35.71592117,1,0,1,0,3,1,mm_plus,young adult
2188,2188,7581,28,female,married,Primary completed,4,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-4.88737118,29.64412076,1,1,0,0,3,1,mm_plus,young adult
2189,2189,2015,22,male,single,Primary completed,1,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-4.98352429,39.08415042,0,0,0,0,0,1,no_mm,youth
2190,2190,4690,32,male,divorced,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,2,Never,-1,1,4,-6.4850567,35.93949224,1,1,1,0,3,1,mm_plus,young adult
2191,2191,111,35,female,divorced,Primary completed,4,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,1,3,1,3,Never,-1,1,4,-6.83365981,39.1855361,1,1,1,0,3,1,mm_plus,young adult
2192,2192,5665,48,male,widowed,Primary completed,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-9.42788842,33.95596205,0,0,1,0,1,1,no_mm,middle age
2193,2193,4415,35,female,married,University or other higher education,3,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,1,-5.24612827,39.78122786,0,0,0,0,0,1,no_mm,young adult
2194,2194,1986,40,male,divorced,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-7.838083,35.63739517,0,1,1,0,1,1,no_mm,middle age
2195,2195,5016,48,female,married,Primary completed,3,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,3,Never,-1,5,5,-9.30556121,33.62524281,0,0,1,0,1,1,no_mm,middle age
2196,2196,7652,54,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,Less than monthly,-1,1,2,-2.64396746,32.778335,1,1,1,0,3,1,mm_plus,middle age
2197,2197,7536,42,female,widowed,University or other higher education,5,not_land_owner,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,2,-1,2,-1,Monthly,3,1,1,-6.16941506,39.20041151,1,1,0,0,3,1,mm_plus,middle age
2198,2198,4317,20,male,single,Primary completed,3,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-8.90851606,32.96499294,0,1,0,0,1,1,no_mm,youth
2199,2199,449,54,male,married,Post primary technical training,1,not_land_owner,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,3,2,-1,Monthly,4,1,1,-6.81324005,37.68254162,1,1,1,1,3,1,mm_plus,middle age
2200,2200,1216,56,female,divorced,No formal education,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,5,-1,2,-1,2,-1,Never,-1,4,4,-8.89833132,33.45403176,0,0,0,0,0,2,no_mm,middle age
2201,2201,2336,59,female,divorced,Don’t know,5,not_land_owner,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,3,2,-1,Monthly,-1,1,1,-8.91606142,33.53400693,1,1,0,1,3,2,mm_plus,middle age
2202,2202,56,66,female,widowed,No formal education,1,not_land_owner,1,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,4,1,2,-6.61619405,39.11210149,0,1,0,0,1,1,no_mm,senior
2203,2203,1803,46,male,single,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-4.18621943,33.13550753,0,0,0,0,0,1,no_mm,middle age
2204,2204,779,25,female,married,Some secondary,5,not_land_owner,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,3,1,3,Monthly,-1,1,2,-2.87771302,32.24621915,1,1,1,0,3,1,mm_plus,youth
2205,2205,6207,35,female,married,No formal education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-10.86140355,39.02940531,0,0,0,0,0,1,no_mm,young adult
2206,2206,6056,34,female,married,Primary completed,3,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-3.23973929,33.45499118,0,1,1,0,1,1,no_mm,young adult
2207,2207,4229,25,female,married,Some primary,4,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.86519912,30.33688655,0,0,1,0,1,2,no_mm,youth
2208,2208,1116,33,male,married,No formal education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-2.68087384,30.57970999,0,1,1,0,1,1,no_mm,young adult
2209,2209,5392,35,female,divorced,Some primary,4,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-3.37363025,36.84827667,0,1,0,0,1,1,no_mm,young adult
2210,2210,3694,29,male,married,Primary completed,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Less than monthly,-1,1,2,-8.48146124,32.08486497,1,1,1,0,3,1,mm_plus,young adult
2211,2211,6111,18,female,single,University or other higher education,3,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,6,Never,-1,1,1,-3.34538513,36.83517911,0,0,0,1,1,1,no_mm,teenager
2212,2212,9164,39,male,married,University or other higher education,5,not_land_owner,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,3,1,1,Never,4,1,1,-10.83552412,38.64744877,1,1,1,1,3,1,mm_plus,middle age
2213,2213,6890,16,female,single,Some secondary,3,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,1,-6.2078864000000005,39.38626774,0,0,0,0,0,1,no_mm,teenager
2214,2214,7608,35,male,single,No formal education,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-3.72072525,32.67924657,0,1,0,0,1,2,no_mm,young adult
2215,2215,5997,35,male,married,Primary completed,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,1,-10.09655992,34.68139278,0,0,0,1,1,2,no_mm,young adult
2216,2216,7242,46,female,married,Some primary,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,4,Less than monthly,-1,2,4,-8.60333016,35.04271879,1,0,1,0,3,2,mm_plus,middle age
2217,2217,4748,26,male,married,Primary completed,1,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-8.30289062,32.32755649,0,1,1,0,1,1,no_mm,young adult
2218,2218,6034,20,male,single,Primary completed,1,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-10.92067894,39.37978452,0,0,1,0,1,1,no_mm,youth
2219,2219,329,40,male,married,Primary completed,1,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,2,-1,1,2,1,4,Weekly,1,1,4,-7.73109789,35.70029979,1,0,0,0,2,1,mm_only,middle age
2220,2220,2215,35,male,married,Primary completed,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,4,2,-1,Never,-1,1,4,-10.3626266,40.10336306,1,0,0,1,3,1,mm_plus,young adult
2221,2221,8956,35,female,married,Some primary,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-11.13329128,38.6067041,0,0,0,0,0,1,no_mm,young adult
2222,2222,536,24,male,single,University or other higher education,3,land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,2,2,-1,Monthly,-1,1,1,-3.37698537,36.67632008,1,1,0,0,3,1,mm_plus,youth
2223,2223,8591,24,female,married,Some secondary,4,land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,3,1,2,Monthly,4,1,2,-6.94817961,39.23119598,1,1,0,0,3,1,mm_plus,youth
2224,2224,3933,16,female,married,Primary completed,3,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-2.76342075,33.6144818,1,0,0,0,2,1,mm_only,teenager
2225,2225,6083,39,male,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,1,0,0,0,0,0,-1,1,-1,2,-1,1,6,Never,-1,1,4,-3.51694525,32.39224305,1,0,1,0,3,3,mm_plus,middle age
2226,2226,5205,21,male,married,No formal education,5,land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-5.96830577,39.19657775,0,0,0,0,0,1,no_mm,youth
2227,2227,1825,20,female,single,University or other higher education,3,not_land_owner,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,5,1,4,Less than monthly,-1,1,1,-8.77477665,33.644808399999995,1,0,0,0,2,1,mm_only,youth
2228,2228,1361,40,male,single,Don’t know,5,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,3,2,-1,Weekly,2,1,1,-3.37274887,36.68572913,1,1,1,0,3,1,mm_plus,middle age
2229,2229,4898,38,male,married,No formal education,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-4.36343961,29.96320317,0,0,1,0,1,2,no_mm,middle age
2230,2230,6158,63,male,married,Primary completed,5,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,2,4,-2.10926838,33.07542144,0,1,1,1,1,2,no_mm,senior
2231,2231,3125,18,male,single,Some primary,3,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-2.41573061,31.70041956,0,0,0,0,0,2,no_mm,teenager
2232,2232,7949,22,female,married,Some secondary,4,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Less than monthly,4,1,1,-1.50710912,33.78725897,1,0,1,0,3,1,mm_plus,youth
2233,2233,3203,31,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,1,2,2,-1,Less than monthly,-1,1,2,-10.85910995,39.78018579,1,1,1,0,3,1,mm_plus,young adult
2234,2234,9286,57,female,divorced,Primary completed,4,land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,6,-1,1,3,1,2,Monthly,4,1,4,-6.79704822,39.2295128,1,1,0,0,3,2,mm_plus,middle age
2235,2235,3067,28,male,single,Some secondary,5,land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,3,2,-1,Monthly,-1,1,4,-5.35049195,39.70170618,1,1,1,0,3,1,mm_plus,young adult
2236,2236,6684,16,female,single,Some secondary,3,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-5.01044711,39.8117946,0,0,0,0,0,1,no_mm,teenager
2237,2237,1129,76,female,widowed,Some primary,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-10.69234945,39.80028997,0,1,0,0,1,1,no_mm,senior
2238,2238,8250,76,male,divorced,No formal education,1,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-1.77878687,34.06959515,0,0,1,0,1,1,no_mm,senior
2239,2239,3576,29,male,married,University or other higher education,1,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,3,1,5,Never,-1,1,1,-2.53351655,33.19508759,1,1,1,0,3,1,mm_plus,young adult
2240,2240,7404,40,female,widowed,Some primary,2,not_land_owner,2,0,1,0,0,0,0,0,0,1,0,0,-1,1,-1,2,-1,1,4,Never,-1,5,5,-5.93528187,37.27535884,1,0,0,0,2,2,mm_only,middle age
2241,2241,1405,50,female,married,Some secondary,3,not_land_owner,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,5,2,-1,2,-1,Never,-1,1,4,-5.13095193,38.97426359,0,0,0,0,0,1,no_mm,middle age
2242,2242,6991,53,male,married,No formal education,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-8.23138259,35.43057059,0,0,1,0,1,2,no_mm,middle age
2243,2243,8273,44,female,married,Primary completed,1,not_land_owner,1,0,1,0,0,1,0,0,0,0,0,0,-1,7,-1,2,-1,2,-1,Never,4,1,1,-6.89789562,39.28339733,0,1,1,0,1,2,no_mm,middle age
2244,2244,681,50,female,divorced,No formal education,1,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,1,6,Never,-1,4,4,-10.28686051,40.11686203,1,0,0,0,2,1,mm_only,middle age
2245,2245,2960,75,female,widowed,No formal education,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,1,6,Less than monthly,1,4,4,-3.34763017,37.58006274,1,1,1,0,3,1,mm_plus,senior
2246,2246,548,45,female,married,Primary completed,5,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,1,1,4,-9.93361689,39.72448656,0,1,0,0,1,1,no_mm,middle age
2247,2247,8551,80,male,divorced,Primary completed,5,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,5,5,-8.39169549,38.94910657,0,0,0,0,0,1,no_mm,senior
2248,2248,3062,60,female,widowed,University or other higher education,5,not_land_owner,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,5,2,-1,2,-1,Never,1,1,1,-6.18513783,39.20795311,0,0,1,0,1,1,no_mm,middle age
2249,2249,4275,27,female,married,Primary completed,4,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,2,-1.34173527,34.38515967,1,1,0,0,3,1,mm_plus,young adult
2250,2250,8540,25,female,married,Primary completed,3,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-8.41165807,38.93983238,0,1,1,0,1,1,no_mm,youth
2251,2251,6122,22,male,single,Primary completed,3,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,1,6,1,3,Less than monthly,-1,1,4,-5.71656112,38.23595355,1,1,0,0,3,1,mm_plus,youth
2252,2252,202,19,female,single,University or other higher education,5,not_land_owner,2,1,0,0,0,0,0,0,0,0,0,0,6,-1,-1,2,-1,2,-1,Never,-1,1,1,-6.88522964,39.15550184,0,0,0,0,0,1,no_mm,youth
2253,2253,1988,28,female,widowed,Some primary,3,not_land_owner,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,5,2,-1,2,-1,Never,-1,1,1,-6.14329246,39.24143558,0,0,1,0,1,1,no_mm,young adult
2254,2254,627,50,male,married,University or other higher education,5,land_owner,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,3,1,4,Weekly,3,1,1,-4.20879452,35.76789344,1,0,0,0,2,1,mm_only,middle age
2255,2255,4031,39,female,married,No formal education,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-9.84700493,38.89746905,0,0,0,0,0,2,no_mm,middle age
2256,2256,562,37,male,married,University or other higher education,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,1,2,2,-1,Never,3,1,1,-6.19224678,39.25564042,1,0,1,0,3,1,mm_plus,middle age
2257,2257,8917,42,female,single,University or other higher education,4,land_owner,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,2,-1,1,5,Never,-1,1,1,-4.36108678,37.82408238,1,1,1,0,3,1,mm_plus,middle age
2258,2258,7314,18,female,single,University or other higher education,3,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-5.93419917,37.27861485,0,0,0,0,0,1,no_mm,teenager
2259,2259,1424,23,female,single,Primary completed,5,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,Monthly,-1,1,1,-2.54627353,32.95748646,1,1,1,0,3,1,mm_plus,youth
2260,2260,9090,30,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,1,-7.60026082,36.99795029,0,1,0,0,1,1,no_mm,young adult
2261,2261,6216,29,male,married,Primary completed,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,6,-1,2,-1,2,-1,Never,-1,1,1,-3.8636496,32.60693918,0,0,1,1,1,1,no_mm,young adult
2262,2262,6112,74,male,married,Primary completed,2,not_land_owner,1,0,1,0,0,0,0,0,0,1,0,0,-1,3,-1,2,-1,1,6,Never,4,1,1,-3.34905776,36.83625057,1,0,0,1,3,2,mm_plus,senior
2263,2263,6580,42,female,divorced,Some primary,1,land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,2,-1,1,3,2,-1,Never,-1,1,4,-9.33687976,34.76609947,1,0,1,0,3,2,mm_plus,middle age
2264,2264,812,48,female,widowed,No formal education,4,not_land_owner,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,Less than monthly,-1,4,4,-6.13794698,39.22995213,1,1,0,0,3,1,mm_plus,middle age
2265,2265,8791,26,female,married,Primary completed,1,not_land_owner,2,0,1,0,1,0,0,0,0,1,0,0,-1,5,-1,2,-1,2,-1,Never,-1,1,4,-8.13137518,30.96871121,0,0,1,0,1,3,no_mm,young adult
2266,2266,205,44,male,married,Primary completed,1,not_land_owner,1,0,1,1,0,0,0,0,0,0,0,0,-1,5,7,2,-1,1,3,Never,-1,1,1,-6.84922186,39.14525611,1,1,1,0,3,2,mm_plus,middle age
2267,2267,5844,30,female,single,Primary completed,3,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-5.07630119,32.06908942,0,0,0,0,0,1,no_mm,young adult
2268,2268,8725,60,female,divorced,No formal education,1,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-8.12837546,30.96698849,0,0,0,0,0,2,no_mm,middle age
2269,2269,6940,81,male,married,Some primary,1,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,2,4,-1.78379976,34.71444184,0,1,0,0,1,1,no_mm,senior
2270,2270,2800,60,female,widowed,No formal education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-9.16556524,33.54237895,0,1,0,0,1,1,no_mm,middle age
2271,2271,607,33,female,divorced,No formal education,3,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,3,Never,-1,4,4,-4.90030588,38.57287091,1,1,1,0,3,1,mm_plus,young adult
2272,2272,2287,30,female,married,Primary completed,4,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,1,2,Never,-1,1,4,-2.59618633,32.91290118,1,1,0,0,3,1,mm_plus,young adult
2273,2273,4504,24,male,single,Primary completed,5,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,6,-1,1,3,2,-1,Monthly,-1,1,4,-4.37306828,35.07337695,1,0,0,0,2,2,mm_only,youth
2274,2274,2496,34,female,married,Primary completed,3,not_land_owner,1,0,1,0,1,0,0,0,0,1,0,0,-1,1,-1,1,1,1,3,Never,-1,1,4,-3.04348203,31.37582175,1,1,1,0,3,3,mm_plus,young adult
2275,2275,4840,21,male,married,Primary completed,5,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-9.2398938,33.338969,0,0,0,0,0,1,no_mm,youth
2276,2276,248,43,female,divorced,Primary completed,1,not_land_owner,2,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,1,-2.5256692000000003,32.90239173,0,1,0,0,1,1,no_mm,middle age
2277,2277,2097,46,female,widowed,Some primary,4,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,5,-1,1,4,1,5,Never,-1,1,1,-3.28220711,32.87863326,1,0,1,0,3,1,mm_plus,middle age
2278,2278,6537,82,female,widowed,No formal education,3,not_land_owner,2,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-9.33687987,34.76602347,0,0,0,0,0,1,no_mm,senior
2279,2279,1774,38,male,married,Primary completed,5,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,5,2,-1,Less than monthly,-1,1,4,-8.90586559,33.46194155,1,1,0,0,3,1,mm_plus,middle age
2280,2280,1467,31,female,married,No formal education,3,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,4,4,-3.68093359,30.58988692,0,0,0,1,1,1,no_mm,young adult
2281,2281,8119,32,female,divorced,No formal education,5,not_land_owner,1,0,1,0,0,0,0,0,0,0,0,0,-1,8,-1,2,-1,2,-1,Never,-1,1,1,-11.04137364,37.42902224,0,1,1,0,1,1,no_mm,young adult
2282,2282,223,23,female,divorced,No formal education,2,not_land_owner,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,1,2,-1,1,4,Never,-1,4,4,-6.97122532,39.09557215,1,1,0,0,3,1,mm_plus,youth
2283,2283,4022,76,male,married,No formal education,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-5.12556545,32.38958648,0,0,0,0,0,2,no_mm,senior
2284,2284,1072,16,female,single,Some primary,3,not_land_owner,2,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,2,-1,Never,-1,1,4,-2.64482196,33.94640971,0,0,1,0,1,1,no_mm,teenager
2285,2285,3629,60,female,married,No formal education,3,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-10.71598315,39.99636255,0,0,0,0,0,1,no_mm,middle age
2286,2286,570,16,female,single,Some secondary,5,not_land_owner,2,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,2,-1,1,3,Monthly,-1,1,1,-10.28119303,40.19734389,1,0,0,1,3,1,mm_plus,teenager
2287,2287,5310,47,female,divorced,Some primary,3,not_land_owner,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,2,-1,1,5,Never,-1,4,4,-6.1929447999999985,39.25620405,1,0,0,0,2,1,mm_only,middle age
2288,2288,3162,29,male,divorced,Primary completed,1,not_land_owner,1,1,0,0,1,0,0,0,0,0,0,0,2,-1,-1,1,3,2,-1,Never,-1,1,2,-5.17732826,34.6195198,1,1,1,0,3,2,mm_plus,young adult
2289,2289,71,24,female,married,Primary completed,5,not_land_owner,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,2,-1,2,-1,Never,1,1,2,-6.84384825,39.23461546,1,0,1,0,3,1,mm_plus,youth
2290,2290,2558,21,female,single,Primary completed,5,not_land_owner,2,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-10.2348552,39.47383189999999,0,1,1,0,1,2,no_mm,youth
2291,2291,1746,62,female,divorced,No formal education,1,not_land_owner,2,0,1,0,0,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,4,4,-8.05234634,31.50337719,0,0,0,0,0,1,no_mm,senior
2292,2292,7634,39,male,married,Primary completed,1,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,2,-1,2,-1,Never,-1,1,4,-10.70972667,39.44401373,1,1,1,0,3,2,mm_plus,middle age
2293,2293,7572,47,female,married,University or other higher education,3,not_land_owner,1,0,1,0,1,0,0,0,0,0,0,0,-1,1,-1,1,5,1,4,Never,-1,1,4,-4.54884663,35.79580803,1,0,0,1,3,2,mm_plus,middle age
